Id,State,Country,Lat,Long,temp,min,max,dewp,prcp,fog
9407,France,France,46.2276,2.2137,37.5,29.8,49.1,18.7,0.01,0
9408,France,France,46.2276,2.2137,32,21.9,46.6,12.1,0.03,0
9409,France,France,46.2276,2.2137,29.6,20.1,45.1,17.4,0,0
9410,France,France,46.2276,2.2137,28.8,21,49.6,18.9,0,0
9411,France,France,46.2276,2.2137,28.5,20.7,44.2,19,0,0
9412,France,France,46.2276,2.2137,28.6,18.9,46,20.7,0,0
9413,France,France,46.2276,2.2137,43.5,28.2,52.2,25.5,0,0
9414,France,France,46.2276,2.2137,39.8,35.1,45.1,27.6,0.01,0
9415,France,France,46.2276,2.2137,29.3,21.4,43.7,10.8,0.15,0
9416,France,France,46.2276,2.2137,31.2,19.6,46.9,24,0,0
9417,France,France,46.2276,2.2137,36.4,26.1,53.6,18.9,0.01,0
9418,France,France,46.2276,2.2137,32.2,22.3,53.1,21.9,0,0
9419,France,France,46.2276,2.2137,33.9,26.2,46.4,26.9,0,0
9420,France,France,46.2276,2.2137,36.6,26.4,50.4,32.4,0,0
9421,France,France,46.2276,2.2137,33.8,24.1,50,17,0,0
9422,France,France,46.2276,2.2137,31.3,21,41.7,17.9,0,0
9423,France,France,46.2276,2.2137,34.2,25.2,51.3,23.4,0,0
9424,France,France,46.2276,2.2137,38.1,28,54.7,17.1,0,0
9425,France,France,46.2276,2.2137,37.4,25.9,56.1,26.2,0,0
9426,France,France,46.2276,2.2137,42.7,31.6,62.1,27.9,0,0
9427,France,France,46.2276,2.2137,43.6,32.9,63.1,24,0,0
9428,France,France,46.2276,2.2137,40,30.7,52.9,22.7,0,0
9429,France,France,46.2276,2.2137,30.1,25.2,37.6,19.5,0.04,0
9430,France,France,46.2276,2.2137,27.9,17.1,35.6,21.7,0.12,0
9431,France,France,46.2276,2.2137,32.9,18.5,50.9,15.4,0.08,0
9432,France,France,46.2276,2.2137,30.9,25,37.4,24.2,0,0
9433,France,France,46.2276,2.2137,36,28.8,45.7,31.2,0.06,0
9434,France,France,46.2276,2.2137,31.4,28.2,33.6,30.6,0.06,0
9435,France,France,46.2276,2.2137,29,17.8,38.3,11,1.1,0
9436,France,France,46.2276,2.2137,29.8,16.2,48.2,13.1,0.02,0
9437,France,France,46.2276,2.2137,30.5,25.7,34.9,29.9,0,0
9438,France,France,46.2276,2.2137,29.7,21.2,41.5,18.7,0.54,0
9439,France,France,46.2276,2.2137,26.3,15.1,44.1,14.1,0.13,0
9440,France,France,46.2276,2.2137,31.5,15.3,51.3,17,0,0
9441,France,France,46.2276,2.2137,33.5,23.5,44.1,19.7,0,0
9442,France,France,46.2276,2.2137,38.9,19,54,28.1,0,0
9443,France,France,46.2276,2.2137,41,35.1,65.8,34.4,0,0
9444,France,France,46.2276,2.2137,45.7,34.3,62.8,33.3,0,0
9445,France,France,46.2276,2.2137,43.1,32.4,57.6,32,0.01,0
9446,France,France,46.2276,2.2137,37.1,28.8,53.2,24,0.13,0
9447,France,France,46.2276,2.2137,34.2,29.5,38.7,31.5,0,0
9448,France,France,46.2276,2.2137,36.5,32.7,44.2,33.3,0,0
9449,France,France,46.2276,2.2137,39.4,27.3,59.9,28.7,0,0
9450,France,France,46.2276,2.2137,40.4,29.3,56.8,30.2,0,0
9451,France,France,46.2276,2.2137,40.8,28.9,58.3,30.5,0,0
9452,France,France,46.2276,2.2137,38.3,30,52.7,32.8,0,0
9453,France,France,46.2276,2.2137,40.4,27.3,57,29.8,0,0
9454,France,France,46.2276,2.2137,37.1,31.5,41.9,36.3,0.02,0
9455,France,France,46.2276,2.2137,30.4,26.6,35.1,30.3,0,0
9456,France,France,46.2276,2.2137,25.8,18.1,33.3,23.1,0,0
9487,French Guiana,France,3.9339,-53.1258,77.6,69.4,86,70.1,0,0
9488,French Guiana,France,3.9339,-53.1258,75.7,65.5,87.8,68.1,0.01,0
9489,French Guiana,France,3.9339,-53.1258,76.5,68,87.1,70.8,0.01,1
9490,French Guiana,France,3.9339,-53.1258,75.6,,87.6,73.9,0.16,1
9491,French Guiana,France,3.9339,-53.1258,75.2,,82.4,74.4,1.18,1
9492,French Guiana,France,3.9339,-53.1258,78.5,73.4,86,74.6,0.94,1
9493,French Guiana,France,3.9339,-53.1258,81.4,76.8,86.7,75.3,0,0
9494,French Guiana,France,3.9339,-53.1258,82.5,78.8,87.3,74.7,0,0
9495,French Guiana,France,3.9339,-53.1258,77.7,,87.4,75,0,1
9496,French Guiana,France,3.9339,-53.1258,78.2,,86.2,73.5,1.1,1
9497,French Guiana,France,3.9339,-53.1258,79.8,71.6,87.8,71.5,0,0
9498,French Guiana,France,3.9339,-53.1258,78.1,68,87.6,69.7,0.01,0
9499,French Guiana,France,3.9339,-53.1258,78,71.6,86.9,72.2,0,0
9500,French Guiana,France,3.9339,-53.1258,81,77,86,73.3,0.03,1
9501,French Guiana,France,3.9339,-53.1258,81,75.2,86.2,72,0,0
9502,French Guiana,France,3.9339,-53.1258,80.3,75.2,86,70.2,0.02,0
9503,French Guiana,France,3.9339,-53.1258,80.4,76.5,86.4,69.8,0.04,0
9504,French Guiana,France,3.9339,-53.1258,80,74.8,86.5,72.5,0.08,1
9505,French Guiana,France,3.9339,-53.1258,81.4,78.3,86,70.5,0.16,0
9506,French Guiana,France,3.9339,-53.1258,77.7,48.2,86.7,73.9,0.12,1
9507,French Guiana,France,3.9339,-53.1258,78.6,,84.6,74,0.67,1
9508,French Guiana,France,3.9339,-53.1258,79.7,75,86,71.9,0.03,1
9509,French Guiana,France,3.9339,-53.1258,79.3,73.2,85.3,72.1,0.08,1
9510,French Guiana,France,3.9339,-53.1258,79.9,73.4,86,71.6,0.03,0
9511,French Guiana,France,3.9339,-53.1258,79.5,75.2,86,72.8,0.03,1
9512,French Guiana,France,3.9339,-53.1258,78.7,74.7,86,73.8,0.47,1
9513,French Guiana,France,3.9339,-53.1258,81.2,77,87.8,72.8,0.28,0
9514,French Guiana,France,3.9339,-53.1258,81.2,78.3,87.3,72.5,0.01,0
9515,French Guiana,France,3.9339,-53.1258,80.7,78.1,86.5,71.2,0,0
9516,French Guiana,France,3.9339,-53.1258,79.9,73.4,86,70.1,0.12,1
9517,French Guiana,France,3.9339,-53.1258,79.8,73.4,86,71.4,0,0
9518,French Guiana,France,3.9339,-53.1258,79.7,74.3,87.8,74.4,0.2,1
9519,French Guiana,France,3.9339,-53.1258,81.4,78.8,87.3,74.5,0.02,1
9520,French Guiana,France,3.9339,-53.1258,80.3,,86.5,74.5,0.08,1
9521,French Guiana,France,3.9339,-53.1258,80.1,74.8,86,72.5,0.08,1
9522,French Guiana,France,3.9339,-53.1258,78.1,69.8,86,70,0,0
9523,French Guiana,France,3.9339,-53.1258,76.3,69.8,86,69.3,0.01,1
9524,French Guiana,France,3.9339,-53.1258,78.5,71.6,85.8,69.9,0.01,1
9525,French Guiana,France,3.9339,-53.1258,76.8,68,86,70.5,0,0
9526,French Guiana,France,3.9339,-53.1258,80.9,76.5,86,71.9,0,1
9527,French Guiana,France,3.9339,-53.1258,79.5,73.4,86.5,73,0.04,1
9528,French Guiana,France,3.9339,-53.1258,79.4,74.8,87.1,73,0.2,1
9529,French Guiana,France,3.9339,-53.1258,81.4,73.4,87.8,71.7,0,0
9530,French Guiana,France,3.9339,-53.1258,81.2,75.2,87.8,71.2,0.02,1
9531,French Guiana,France,3.9339,-53.1258,81,76.5,88.2,70.6,0.01,1
9532,French Guiana,France,3.9339,-53.1258,81,75,87.8,72.4,0,0
9533,French Guiana,France,3.9339,-53.1258,81.2,74.3,88.2,71.4,0.01,0
9534,French Guiana,France,3.9339,-53.1258,81.1,73,87.8,71,0,0
9535,French Guiana,France,3.9339,-53.1258,81.4,77,88.2,69.3,0,0
9536,French Guiana,France,3.9339,-53.1258,78.2,69.8,87.8,68.5,0,0
9537,French Guiana,France,3.9339,-53.1258,78,68.7,88.2,69.6,0,0
9538,French Guiana,France,3.9339,-53.1258,78.8,69.8,88.5,71,0,0
9539,French Guiana,France,3.9339,-53.1258,83.1,78.8,89.2,72.2,0,0
9540,French Guiana,France,3.9339,-53.1258,81.5,74.8,88.7,71.8,0,0
9541,French Guiana,France,3.9339,-53.1258,81,73.9,89.6,73.4,0.02,0
9542,French Guiana,France,3.9339,-53.1258,79.7,71.2,89.4,72,0,0
9543,French Guiana,France,3.9339,-53.1258,78.2,74.5,88.5,73.9,0.51,1
9544,French Guiana,France,3.9339,-53.1258,82.2,78.6,87.8,73,0.51,0
9545,French Guiana,France,3.9339,-53.1258,79.6,74.8,87.4,73.3,0,1
9546,French Guiana,France,3.9339,-53.1258,80.3,74.3,87.8,72.7,0.2,1
9547,French Guiana,France,3.9339,-53.1258,79.6,73.2,88.2,73.2,0.16,1
9548,French Guiana,France,3.9339,-53.1258,77.4,72.3,87.3,73,0.08,1
9549,French Guiana,France,3.9339,-53.1258,79.5,,84.9,72.4,0.08,1
9580,French Polynesia,France,-17.6797,149.4068,83.9,83.1,86,,0,0
9581,French Polynesia,France,-17.6797,149.4068,84.1,83.1,86.7,,0,0
9582,French Polynesia,France,-17.6797,149.4068,84.5,82.9,89.1,,0,0
9583,French Polynesia,France,-17.6797,149.4068,84.8,80.6,88.3,,0,0
9584,French Polynesia,France,-17.6797,149.4068,81.7,79.9,85.1,,0,0
9585,French Polynesia,France,-17.6797,149.4068,81,77.9,84.4,,0,0
9586,French Polynesia,France,-17.6797,149.4068,83,75.9,86,,0,0
9587,French Polynesia,France,-17.6797,149.4068,84,79.9,86,,0,0
9588,French Polynesia,France,-17.6797,149.4068,82.7,79.2,85.8,,0,0
9589,French Polynesia,France,-17.6797,149.4068,83.4,78.1,84.4,,0,0
9590,French Polynesia,France,-17.6797,149.4068,82.7,79.9,84.6,,0,0
9591,French Polynesia,France,-17.6797,149.4068,83.4,76.8,84.2,,0,0
9592,French Polynesia,France,-17.6797,149.4068,83.5,80.4,84.7,,0,0
9593,French Polynesia,France,-17.6797,149.4068,84.1,80.1,84.7,,0,0
9594,French Polynesia,France,-17.6797,149.4068,84,83.3,85.1,,0,0
9595,French Polynesia,France,-17.6797,149.4068,84,82.6,85.5,,0,0
9596,French Polynesia,France,-17.6797,149.4068,83.9,83.1,84.7,,0,0
9597,French Polynesia,France,-17.6797,149.4068,84.3,82.8,87.3,,0,0
9598,French Polynesia,France,-17.6797,149.4068,85.6,83.3,88.2,,0,0
9599,French Polynesia,France,-17.6797,149.4068,85.6,81,88.3,,0,0
9600,French Polynesia,France,-17.6797,149.4068,85.9,78.3,87.4,,0,0
9601,French Polynesia,France,-17.6797,149.4068,86.6,85.5,88.9,,0,0
9602,French Polynesia,France,-17.6797,149.4068,86.7,85.6,89.1,,0,0
9603,French Polynesia,France,-17.6797,149.4068,86.6,85.3,88.2,,0,0
9604,French Polynesia,France,-17.6797,149.4068,86.9,85.3,88.5,,0,0
9605,French Polynesia,France,-17.6797,149.4068,87.7,85.3,93.4,,0,0
9606,French Polynesia,France,-17.6797,149.4068,85.6,81.3,88.5,,0,0
9607,French Polynesia,France,-17.6797,149.4068,84.3,79.5,87.1,,0,0
9608,French Polynesia,France,-17.6797,149.4068,85.6,79.7,90.1,,0,0
9609,French Polynesia,France,-17.6797,149.4068,86,80.8,90.1,,0,0
9610,French Polynesia,France,-17.6797,149.4068,85.8,84.4,87.8,,0,0
9611,French Polynesia,France,-17.6797,149.4068,85.8,84.2,87.4,,0,0
9612,French Polynesia,France,-17.6797,149.4068,83.8,62.6,86.4,,0,0
9613,French Polynesia,France,-17.6797,149.4068,81.8,77.2,86.9,,0,0
9614,French Polynesia,France,-17.6797,149.4068,83,76.3,86.5,,0,0
9615,French Polynesia,France,-17.6797,149.4068,84.6,78.4,88.2,,0,0
9616,French Polynesia,France,-17.6797,149.4068,83.2,78.8,86.9,,0,0
9617,French Polynesia,France,-17.6797,149.4068,85,76.3,86.2,,0,0
9618,French Polynesia,France,-17.6797,149.4068,84.9,83.1,86,,0,0
9619,French Polynesia,France,-17.6797,149.4068,84.4,82.4,85.8,,0,0
9620,French Polynesia,France,-17.6797,149.4068,84,82.2,85.1,,0,0
9621,French Polynesia,France,-17.6797,149.4068,84.7,79.7,86,,0,0
9622,French Polynesia,France,-17.6797,149.4068,85.5,81.5,90.1,,0,0
9623,French Polynesia,France,-17.6797,149.4068,85.5,81.3,88.7,,0,0
9624,French Polynesia,France,-17.6797,149.4068,83.5,79.9,85.8,,0,0
9625,French Polynesia,France,-17.6797,149.4068,85.2,79.7,87.6,,0,0
9626,French Polynesia,France,-17.6797,149.4068,85.4,81.9,87.6,,0,0
9627,French Polynesia,France,-17.6797,149.4068,85.5,83.7,91,,0,0
9628,French Polynesia,France,-17.6797,149.4068,82.6,78.8,89.4,,0,0
9629,French Polynesia,France,-17.6797,149.4068,80.5,76.3,82.9,,0,0
9630,French Polynesia,France,-17.6797,149.4068,82.3,76.8,84.7,,0,0
9631,French Polynesia,France,-17.6797,149.4068,81.9,77.4,83.8,,0,0
9632,French Polynesia,France,-17.6797,149.4068,82,77,83.5,,0,0
9633,French Polynesia,France,-17.6797,149.4068,82.2,80.2,83.5,,0,0
9634,French Polynesia,France,-17.6797,149.4068,82.2,79.9,83.3,,0,0
9635,French Polynesia,France,-17.6797,149.4068,80.2,76.8,82.9,,0,0
9636,French Polynesia,France,-17.6797,149.4068,81.9,73.8,82.8,,0,0
9637,French Polynesia,France,-17.6797,149.4068,81,76.8,82.6,,0,0
9638,French Polynesia,France,-17.6797,149.4068,81.5,74.5,82.4,,0,0
9639,French Polynesia,France,-17.6797,149.4068,81.8,76.5,83.5,,0,0
9640,French Polynesia,France,-17.6797,149.4068,82,77.9,83.1,,0,0
9641,French Polynesia,France,-17.6797,149.4068,82.1,81,83.1,,0,0
9642,French Polynesia,France,-17.6797,149.4068,81.8,79.5,82.8,,0,0
9673,Guadeloupe,France,16.25,-61.5833,74.6,69.1,82.6,69.2,0.02,1
9674,Guadeloupe,France,16.25,-61.5833,77.6,73.4,84.2,69.4,0,0
9675,Guadeloupe,France,16.25,-61.5833,75.6,46.4,84.2,71.7,0,1
9676,Guadeloupe,France,16.25,-61.5833,76.1,68.9,85.6,71.5,0.29,1
9677,Guadeloupe,France,16.25,-61.5833,77.1,68.9,85.6,70.2,0,0
9678,Guadeloupe,France,16.25,-61.5833,76.5,69.4,84.7,68.4,0,0
9679,Guadeloupe,France,16.25,-61.5833,76.2,69.4,84.2,69.1,0,0
9680,Guadeloupe,France,16.25,-61.5833,73.4,,86,69,0,1
9681,Guadeloupe,France,16.25,-61.5833,76.6,67.3,85.8,70.1,0.18,0
9682,Guadeloupe,France,16.25,-61.5833,77.1,68,86,69,0,0
9683,Guadeloupe,France,16.25,-61.5833,77.7,68.4,85.6,69.8,0,0
9684,Guadeloupe,France,16.25,-61.5833,76.9,69.8,84.2,68.9,0,0
9685,Guadeloupe,France,16.25,-61.5833,76.5,68,84.9,68.6,0,0
9686,Guadeloupe,France,16.25,-61.5833,75.8,67.5,84.9,67.6,0,0
9687,Guadeloupe,France,16.25,-61.5833,78.3,67.5,85.3,69,0,0
9688,Guadeloupe,France,16.25,-61.5833,79,72.3,85.3,68.4,0,0
9689,Guadeloupe,France,16.25,-61.5833,78.1,73.4,84.2,69,0.06,1
9690,Guadeloupe,France,16.25,-61.5833,75.8,,82.4,68.5,0.14,1
9691,Guadeloupe,France,16.25,-61.5833,69.5,,82.4,,0.19,1
9692,Guadeloupe,France,16.25,-61.5833,79.7,,86,67.8,0,0
9693,Guadeloupe,France,16.25,-61.5833,78.1,72.7,85.8,67.8,0.08,1
9694,Guadeloupe,France,16.25,-61.5833,78.7,,84.2,68.2,0.01,0
9695,Guadeloupe,France,16.25,-61.5833,79.1,72.9,85.1,67.9,0.02,1
9696,Guadeloupe,France,16.25,-61.5833,73.9,,84.2,69.5,0.1,1
9697,Guadeloupe,France,16.25,-61.5833,76.4,72.7,84.2,70.8,0.18,1
9698,Guadeloupe,France,16.25,-61.5833,76.7,,84.2,69.3,0.1,1
9699,Guadeloupe,France,16.25,-61.5833,77.4,70.9,84.6,68.4,0.14,1
9700,Guadeloupe,France,16.25,-61.5833,77.6,72.7,84.6,67.8,0.02,1
9701,Guadeloupe,France,16.25,-61.5833,59.9,37.4,82.4,,0.41,1
9702,Guadeloupe,France,16.25,-61.5833,76.1,68,83.1,67.2,0.21,1
9703,Guadeloupe,France,16.25,-61.5833,75.4,67.3,84.2,66.6,0.04,1
9704,Guadeloupe,France,16.25,-61.5833,75.2,68,86,67.7,0.01,0
9705,Guadeloupe,France,16.25,-61.5833,76.3,66,86,67.7,0,0
9706,Guadeloupe,France,16.25,-61.5833,72.1,46.4,86,70.5,0.02,1
9707,Guadeloupe,France,16.25,-61.5833,73.4,,82.4,72,0.15,1
9708,Guadeloupe,France,16.25,-61.5833,76.5,48.2,83.3,69.6,0.31,1
9709,Guadeloupe,France,16.25,-61.5833,76.1,66.2,84.2,67.1,0.01,0
9710,Guadeloupe,France,16.25,-61.5833,75.9,66.6,84.2,68.8,0.04,1
9711,Guadeloupe,France,16.25,-61.5833,75.2,66.2,82.4,68.2,0,1
9712,Guadeloupe,France,16.25,-61.5833,77.2,66.9,84.6,68.6,0,1
9713,Guadeloupe,France,16.25,-61.5833,74.9,67.3,84.7,66.9,0.01,0
9714,Guadeloupe,France,16.25,-61.5833,76.9,67.3,85.5,68.1,0.09,0
9715,Guadeloupe,France,16.25,-61.5833,76.5,69.1,85.5,68.8,0.19,1
9716,Guadeloupe,France,16.25,-61.5833,76.3,66.9,85.5,66.3,0,0
9717,Guadeloupe,France,16.25,-61.5833,76.3,48.2,86,67.5,0.07,1
9718,Guadeloupe,France,16.25,-61.5833,77.6,69.6,85.6,69.4,0.22,1
9719,Guadeloupe,France,16.25,-61.5833,77.7,68,86,66,0,0
9720,Guadeloupe,France,16.25,-61.5833,76.7,67.1,85.5,64.8,0,0
9721,Guadeloupe,France,16.25,-61.5833,77.2,67.1,85.1,67.8,0.03,1
9722,Guadeloupe,France,16.25,-61.5833,78.5,71.6,84.2,67.7,0.01,0
9723,Guadeloupe,France,16.25,-61.5833,77.1,70.7,85.1,67.3,0,1
9724,Guadeloupe,France,16.25,-61.5833,77.6,70.7,85.1,68.9,0.15,1
9725,Guadeloupe,France,16.25,-61.5833,72.4,,84.4,68.6,0.17,1
9726,Guadeloupe,France,16.25,-61.5833,69.8,44.6,82.4,68.5,0.19,1
9727,Guadeloupe,France,16.25,-61.5833,75.2,66.2,86,66.7,0.07,0
9728,Guadeloupe,France,16.25,-61.5833,76.5,66.4,85.5,67.3,0,0
9729,Guadeloupe,France,16.25,-61.5833,72.1,,82.4,68.9,0.15,1
9730,Guadeloupe,France,16.25,-61.5833,77.6,,84.2,68.2,0.02,1
9731,Guadeloupe,France,16.25,-61.5833,66.3,42.8,80.6,,0.52,1
9732,Guadeloupe,France,16.25,-61.5833,68.4,41,84.2,66.9,0,0
9733,Guadeloupe,France,16.25,-61.5833,40.7,37.4,,,1,1
9734,Guadeloupe,France,16.25,-61.5833,61.7,37.4,78.8,,0.8,1
9735,Guadeloupe,France,16.25,-61.5833,72.1,,82.4,70.8,0.57,1
9766,Mayotte,France,-12.8275,45.1662,71.4,42.8,85.8,,0.39,1
9767,Mayotte,France,-12.8275,45.1662,80.8,77,84.2,76.5,3.23,1
9768,Mayotte,France,-12.8275,45.1662,75.9,,88.3,,0.79,1
9769,Mayotte,France,-12.8275,45.1662,77.3,,90,,0.47,1
9770,Mayotte,France,-12.8275,45.1662,79.3,,86.5,78,0.28,1
9771,Mayotte,France,-12.8275,45.1662,83.4,78.3,89.6,78,0,0
9772,Mayotte,France,-12.8275,45.1662,83.8,77,89.6,78.9,0,0
9773,Mayotte,France,-12.8275,45.1662,76.8,48.2,89.6,,0.08,1
9774,Mayotte,France,-12.8275,45.1662,84.7,,89.8,78.8,0.02,1
9775,Mayotte,France,-12.8275,45.1662,78,,88.9,77.8,0.2,1
9776,Mayotte,France,-12.8275,45.1662,81.5,,89.6,77.9,0.01,1
9777,Mayotte,France,-12.8275,45.1662,80.5,,89.1,77.5,0.75,1
9778,Mayotte,France,-12.8275,45.1662,82.1,78.8,88.2,77.4,0.35,1
9779,Mayotte,France,-12.8275,45.1662,82.1,,88.7,77.3,0.03,0
9780,Mayotte,France,-12.8275,45.1662,76.4,,90,,0,1
9781,Mayotte,France,-12.8275,45.1662,81.5,,90.3,77.2,0.2,1
9782,Mayotte,France,-12.8275,45.1662,80.3,,89.8,77.2,0.08,1
9783,Mayotte,France,-12.8275,45.1662,78.9,,88.9,77.8,0.02,1
9784,Mayotte,France,-12.8275,45.1662,83.6,77,90.5,77.6,0.01,0
9785,Mayotte,France,-12.8275,45.1662,82.8,77.5,90.3,78,0,0
9786,Mayotte,France,-12.8275,45.1662,84.7,77,90.1,77.7,0,0
9787,Mayotte,France,-12.8275,45.1662,76.3,,89.6,,0.08,1
9788,Mayotte,France,-12.8275,45.1662,71.9,44.6,87.8,,0,1
9789,Mayotte,France,-12.8275,45.1662,71.9,44.6,88.5,,0.08,0
9790,Mayotte,France,-12.8275,45.1662,85.5,80.4,91.4,78,0.04,0
9791,Mayotte,France,-12.8275,45.1662,83.2,,91,78.5,0,0
9792,Mayotte,France,-12.8275,45.1662,84.6,78.8,90,78.2,0,0
9793,Mayotte,France,-12.8275,45.1662,85.8,79.7,91.4,79.3,0,0
9794,Mayotte,France,-12.8275,45.1662,83.2,79.5,88,78.4,0,1
9795,Mayotte,France,-12.8275,45.1662,70.2,44.6,86.5,,0.04,1
9796,Mayotte,France,-12.8275,45.1662,72.5,42.8,89.6,,0.12,1
9797,Mayotte,France,-12.8275,45.1662,62.5,42.8,89.6,,0.16,1
9798,Mayotte,France,-12.8275,45.1662,60.8,41,83.1,,1.97,1
9799,Mayotte,France,-12.8275,45.1662,79.4,,90.5,78.4,1.57,1
9800,Mayotte,France,-12.8275,45.1662,66.3,42.8,84,,0.59,1
9801,Mayotte,France,-12.8275,45.1662,73.2,44.6,87.8,,0,1
9802,Mayotte,France,-12.8275,45.1662,72.5,44.6,88.5,,0,1
9803,Mayotte,France,-12.8275,45.1662,78.5,,91,78,0.01,1
9804,Mayotte,France,-12.8275,45.1662,80.6,,88.9,76.3,1.57,1
9805,Mayotte,France,-12.8275,45.1662,71.1,,88,,0,0
9806,Mayotte,France,-12.8275,45.1662,85.1,80.2,92.5,77.2,0,0
9807,Mayotte,France,-12.8275,45.1662,81.3,,91.8,76.9,0,1
9808,Mayotte,France,-12.8275,45.1662,85.3,82.2,90.1,74.6,0.02,0
9809,Mayotte,France,-12.8275,45.1662,85.2,80.6,91.4,75.9,0,0
9810,Mayotte,France,-12.8275,45.1662,76.9,,88.7,76.2,0,1
9811,Mayotte,France,-12.8275,45.1662,66.6,41,89.4,,0.28,1
9812,Mayotte,France,-12.8275,45.1662,81.2,,88,75.7,2.91,1
9813,Mayotte,France,-12.8275,45.1662,85.5,80.6,91.4,77.1,0.02,0
9814,Mayotte,France,-12.8275,45.1662,85.1,,89.6,77.2,0.12,1
9815,Mayotte,France,-12.8275,45.1662,84.6,80.6,90.3,77.1,0,0
9816,Mayotte,France,-12.8275,45.1662,79.5,,91.6,78,0.08,0
9817,Mayotte,France,-12.8275,45.1662,77.3,,90.5,,0,0
9818,Mayotte,France,-12.8275,45.1662,84.3,82.4,89.4,77.8,0,0
9819,Mayotte,France,-12.8275,45.1662,66.5,,89.8,,0,0
9820,Mayotte,France,-12.8275,45.1662,85.7,80.6,90.3,76.9,0,0
9821,Mayotte,France,-12.8275,45.1662,84.3,78.8,90.7,75.8,0,0
9822,Mayotte,France,-12.8275,45.1662,83.8,77.9,91,74.7,0,0
9823,Mayotte,France,-12.8275,45.1662,83.2,77,90,74.8,0,0
9824,Mayotte,France,-12.8275,45.1662,82.6,74.7,90.3,74,0,0
9825,Mayotte,France,-12.8275,45.1662,84.3,77,91.4,75.3,0.01,1
9826,Mayotte,France,-12.8275,45.1662,69.9,42.8,91.4,,0.03,1
9827,Mayotte,France,-12.8275,45.1662,84,77,90.9,75.6,0.12,0
9828,Mayotte,France,-12.8275,45.1662,84.4,77.9,93.2,76.3,0,0
9859,Reunion,France,-21.1351,55.2471,58.4,39.2,80.6,,99.99,1
9860,Reunion,France,-21.1351,55.2471,79.2,,84.2,76.4,99.99,1
9861,Reunion,France,-21.1351,55.2471,43,41,46.4,,99.99,1
9862,Reunion,France,-21.1351,55.2471,55,39.2,77,,99.99,1
9863,Reunion,France,-21.1351,55.2471,77.5,71.6,82.4,68.8,99.99,1
9864,Reunion,France,-21.1351,55.2471,77.2,71.6,84.2,64.4,0,0
9865,Reunion,France,-21.1351,55.2471,77,69.8,84.2,63.5,0,0
9866,Reunion,France,-21.1351,55.2471,78.4,71.6,84.2,64.4,0,0
9867,Reunion,France,-21.1351,55.2471,79,71.6,84.2,67.2,0,0
9868,Reunion,France,-21.1351,55.2471,79.2,73.4,86,69.5,0,0
9869,Reunion,France,-21.1351,55.2471,80.9,75.2,84.2,71,0,0
9870,Reunion,France,-21.1351,55.2471,68.3,39.2,86,,0,0
9871,Reunion,France,-21.1351,55.2471,66.7,,86,,0,0
9872,Reunion,France,-21.1351,55.2471,81.7,78.8,86,72.2,0,0
9873,Reunion,France,-21.1351,55.2471,77.8,,86,71.8,0,0
9874,Reunion,France,-21.1351,55.2471,63.4,33.8,84.2,,99.99,1
9875,Reunion,France,-21.1351,55.2471,80.2,71.6,86,68.5,0,0
9876,Reunion,France,-21.1351,55.2471,77.5,,86,67.8,99.99,1
9877,Reunion,France,-21.1351,55.2471,77,,84.2,67.5,99.99,1
9878,Reunion,France,-21.1351,55.2471,62,39.2,84.2,,99.99,1
9879,Reunion,France,-21.1351,55.2471,67.7,39.2,82.4,,99.99,1
9880,Reunion,France,-21.1351,55.2471,71.3,,89.6,,99.99,1
9881,Reunion,France,-21.1351,55.2471,82,77,87.8,71.8,0,0
9882,Reunion,France,-21.1351,55.2471,81.8,75.2,86,72,0,0
9883,Reunion,France,-21.1351,55.2471,69.3,41,86,,99.99,1
9884,Reunion,France,-21.1351,55.2471,80.6,73.4,86,69.8,0,0
9885,Reunion,France,-21.1351,55.2471,79.1,71.6,86,69.1,0,0
9886,Reunion,France,-21.1351,55.2471,79.6,73.4,84.2,68.7,0,0
9887,Reunion,France,-21.1351,55.2471,79.4,71.6,86,67.4,0,0
9888,Reunion,France,-21.1351,55.2471,79,71.6,86,66.8,0,0
9889,Reunion,France,-21.1351,55.2471,80.1,71.6,87.8,67.8,0,0
9890,Reunion,France,-21.1351,55.2471,79.8,75.2,86,67.4,0,0
9891,Reunion,France,-21.1351,55.2471,79.5,75.2,86,67.9,0,0
9892,Reunion,France,-21.1351,55.2471,80.6,73.4,84.2,68.9,0,0
9893,Reunion,France,-21.1351,55.2471,80.4,77,84.2,71.2,0,0
9894,Reunion,France,-21.1351,55.2471,77.8,,86,72.8,0,0
9895,Reunion,France,-21.1351,55.2471,78.9,,87.8,73.2,0,0
9896,Reunion,France,-21.1351,55.2471,68.9,,86,,0,0
9897,Reunion,France,-21.1351,55.2471,79.4,,87.8,73.1,0,0
9898,Reunion,France,-21.1351,55.2471,77.9,48.2,86,73.6,0,0
9899,Reunion,France,-21.1351,55.2471,67.5,41,86,,99.99,1
9900,Reunion,France,-21.1351,55.2471,65.5,42.8,86,,99.99,1
9901,Reunion,France,-21.1351,55.2471,75.4,,86,,99.99,1
9902,Reunion,France,-21.1351,55.2471,69.8,44.6,86,,0,0
9903,Reunion,France,-21.1351,55.2471,70.3,44.6,86,,99.99,1
9904,Reunion,France,-21.1351,55.2471,76.3,,82.4,73.4,99.99,1
9905,Reunion,France,-21.1351,55.2471,80.8,77,84.2,72.6,0,0
